leader,follower,lag_days,train_events,train_success_rate,train_average_return,train_baseline_rate,train_uplift,test_events,test_success_rate,test_average_return,test_median_return,test_baseline_rate,test_uplift,relationship_score
PINSU,CEMZY,4,18,27.78,1.33,17.94,9.84,12,50.0,0.29,1.68,21.49,28.51,36.67
IZENR,DITAS,1,36,19.44,0.11,16.04,3.4,10,50.0,3.06,2.96,24.07,25.93,36.67
YUNSA,KLRHO,5,17,5.88,-0.71,15.28,-9.4,13,53.85,3.69,4.02,28.27,25.58,36.67
KNFRT,CRFSA,3,36,16.67,0.16,12.52,4.14,17,47.06,3.51,1.75,22.18,24.88,36.67
YBTAS,ODINE,1,29,17.24,-0.52,20.29,-3.04,10,50.0,4.05,4.21,26.75,23.25,36.67
BOBET,KAYSE,2,21,14.29,-1.2,8.1,6.18,4,50.0,3.42,2.4,8.75,41.25,36.66
YYLGD,CEMAS,5,13,15.38,-1.7,17.56,-2.18,6,50.0,3.46,3.31,10.55,39.45,36.66
KLSER,BRKVY,1,21,19.05,-0.25,22.09,-3.04,4,50.0,4.17,2.84,14.52,35.48,36.66
KLSER,CATES,1,16,25.0,0.88,12.53,12.47,4,50.0,2.33,2.32,16.05,33.95,36.66
INGRM,OZATD,1,11,0.0,-0.68,16.98,-16.98,9,55.56,4.09,3.15,22.63,32.92,36.66
EGEEN,KLRHO,2,14,28.57,1.24,15.28,13.29,8,50.0,2.08,2.18,28.33,21.67,36.66
BEGYO,ODAS,1,30,16.67,0.85,9.7,6.96,4,50.0,3.51,3.53,12.45,37.55,36.65
AKFGY,DGNMO,4,15,26.67,0.96,13.75,12.92,6,50.0,1.16,1.4,14.29,35.71,36.65
AKGRT,PEKGY,5,24,20.83,0.82,20.68,0.16,4,50.0,4.11,3.17,16.03,33.97,36.65
PARSN,OZRDN,1,20,20.0,-0.19,14.4,5.6,5,60.0,1.36,3.25,28.63,31.37,36.65
KSTUR,PASEU,4,64,18.75,0.29,17.87,0.88,13,53.85,1.8,4.17,27.73,26.12,36.65
MOGAN,ODINE,4,8,25.0,1.48,20.29,4.71,22,50.0,1.85,2.84,26.67,23.33,36.65
SANFM,BURVA,1,63,15.87,0.1,18.22,-2.34,20,55.0,2.74,3.64,34.44,20.56,36.65
ENSRI,TRHOL,1,74,31.08,1.34,26.34,4.74,37,45.95,3.06,2.11,30.71,15.24,36.65
DEVA,ENERY,5,10,0.0,-0.7,13.12,-13.12,5,60.0,2.73,3.23,14.77,45.23,36.64
GOLTS,YAPRK,2,32,21.88,0.39,20.55,1.32,4,50.0,3.1,1.54,10.42,39.58,36.64
KLSER,GENTS,1,21,23.81,0.95,15.78,8.03,4,50.0,2.55,2.33,13.28,36.72,36.64
BESLR,OFSYM,1,27,18.52,0.47,13.4,5.11,8,50.0,2.55,2.3,15.77,34.23,36.64
DNISI,TERA,1,54,25.93,1.2,24.65,1.27,8,50.0,2.33,2.46,18.67,31.33,36.64
CATES,SARKY,1,26,11.54,-0.42,9.27,2.27,12,50.0,3.04,2.49,20.33,29.67,36.64
BEGYO,CRDFA,2,31,22.58,0.52,21.74,0.84,4,50.0,4.61,4.8,22.08,27.92,36.64
YAPRK,UFUK,5,67,31.34,1.54,24.35,6.99,20,45.0,1.47,0.89,18.14,26.86,36.64
GWIND,BURCE,5,12,33.33,1.51,18.29,15.04,4,50.0,2.02,1.26,24.05,25.95,36.64
EGEPO,GUNDG,4,24,16.67,0.4,17.0,-0.34,9,55.56,4.11,4.59,39.58,15.97,36.64
TMSN,ANHYT,4,33,24.24,0.7,15.94,8.31,4,50.0,1.92,1.84,9.24,40.76,36.63
ISCTR,GESAN,2,14,28.57,0.26,15.48,13.1,4,50.0,1.97,2.68,17.5,32.5,36.63
TATGD,KERVN,2,11,18.18,1.6,17.26,0.92,12,50.0,3.07,3.14,26.25,23.75,36.63
TOASO,PASEU,1,17,29.41,1.75,17.87,11.55,6,50.0,2.72,2.75,27.8,22.2,36.63
ISGSY,KTLEV,2,42,23.81,0.35,20.8,3.01,23,47.83,3.17,2.15,28.23,19.6,36.63
A1CAP,BURVA,4,24,16.67,0.21,17.93,-1.26,19,52.63,3.49,3.23,34.45,18.18,36.63
YATAS,AEFES,2,12,16.67,0.62,12.65,4.02,6,50.0,2.73,2.42,9.58,40.42,36.62
AGHOL,KGYO,2,15,0.0,-0.15,1.19,-1.19,5,60.0,3.58,6.05,21.25,38.75,36.62
GWIND,MIATK,5,12,25.0,-0.8,18.76,6.24,4,50.0,2.53,3.04,13.08,36.92,36.62
BARMA,DARDL,1,14,21.43,1.45,12.48,8.95,11,45.45,1.49,2.83,8.71,36.74,36.62
MARBL,SKBNK,4,40,17.5,-0.16,15.74,1.76,8,50.0,2.7,2.91,13.45,36.55,36.62
AFYON,BLUME,1,12,33.33,-0.32,22.09,11.24,4,50.0,1.07,2.68,14.17,35.83,36.62
GLCVY,MARTI,1,35,17.14,0.13,13.47,3.68,8,50.0,2.92,2.4,16.18,33.82,36.62
YBTAS,ONCSM,1,59,11.86,-0.17,13.47,-1.6,10,50.0,3.6,2.82,18.26,31.74,36.62
GOLTS,GZNMI,1,31,29.03,1.59,18.42,10.62,4,50.0,2.47,3.35,19.92,30.08,36.62
VKGYO,REEDR,5,16,18.75,-0.83,13.4,5.35,6,50.0,2.39,1.83,10.13,39.87,36.61
HUNER,EKSUN,4,22,18.18,0.14,8.33,9.85,8,50.0,1.51,2.31,11.34,38.66,36.61
BANVT,MANAS,3,49,22.45,0.81,21.58,0.86,5,60.0,2.01,3.95,32.64,27.36,36.61
BORSK,DOGUB,4,21,9.52,0.07,16.73,-7.21,13,53.85,3.71,3.39,32.35,21.49,36.61
KZGYO,BURCE,1,27,25.93,0.76,18.34,7.58,11,45.45,3.07,2.54,24.07,21.39,36.61
BEGYO,HUNER,1,31,19.35,0.65,10.06,9.3,4,50.0,2.44,2.12,9.13,40.87,36.6
AGESA,TRCAS,2,22,22.73,0.07,15.28,7.45,4,50.0,2.4,1.74,10.83,39.17,36.6
YIGIT,AKBNK,3,23,17.39,0.37,11.13,6.26,6,50.0,2.74,1.92,12.13,37.87,36.6
TSPOR,BJKAS,2,31,16.13,-0.68,14.68,1.45,8,50.0,2.94,2.68,13.75,36.25,36.6
GEDIK,DURDO,4,31,19.35,0.56,16.47,2.89,15,46.67,1.99,2.46,11.76,34.9,36.6
GOLTS,MAGEN,1,32,28.12,0.77,16.77,11.36,4,50.0,1.95,2.07,15.77,34.23,36.6
ENKAI,MARTI,2,14,21.43,0.72,13.29,8.13,4,50.0,3.23,2.77,16.25,33.75,36.6
TMSN,SUNTK,1,33,27.27,1.1,18.22,9.05,4,50.0,2.79,2.99,19.5,30.5,36.6
POLTK,SUNTK,3,54,18.52,0.39,18.29,0.23,18,50.0,2.2,2.41,19.67,30.33,36.6
CATES,KAPLM,2,25,20.0,1.17,18.65,1.35,12,50.0,2.21,2.55,22.08,27.92,36.6
LKMNH,CVKMD,3,24,29.17,0.93,18.61,10.55,6,50.0,2.3,2.33,23.85,26.15,36.6
OTKAR,BURCE,2,22,18.18,0.4,18.18,0.0,10,50.0,3.53,3.66,24.17,25.83,36.6
EKSUN,MANAS,5,16,12.5,-0.09,21.27,-8.77,7,57.14,3.78,3.22,32.49,24.65,36.6
PNLSN,GUNDG,3,15,13.33,0.2,17.0,-3.67,9,55.56,4.51,3.36,39.42,16.14,36.6
BEGYO,TSPOR,5,31,22.58,0.99,11.78,10.8,4,50.0,1.65,2.09,7.59,42.41,36.59
DESA,ASELS,3,25,12.0,0.02,13.72,-1.72,7,57.14,1.96,3.83,18.41,38.73,36.59
LKMNH,PATEK,2,14,28.57,1.94,23.94,4.63,6,50.0,2.21,1.28,18.18,31.82,36.59
KZGYO,DITAS,1,26,7.69,-0.55,16.04,-8.35,11,54.55,2.91,3.86,24.07,30.48,36.59
PSGYO,ANELE,2,41,17.07,0.2,15.48,1.6,19,52.63,2.16,3.52,26.25,26.38,36.59
ALGYO,TRHOL,3,11,27.27,-1.03,26.44,0.83,18,50.0,2.47,2.97,30.96,19.04,36.59
KLSER,ELITE,1,21,23.81,0.91,15.05,8.76,4,50.0,1.61,1.98,7.05,42.95,36.58
BOBET,GOKNR,2,20,25.0,-0.68,13.89,11.11,4,50.0,1.55,1.39,9.58,40.42,36.58
DOCO,BTCIM,5,18,16.67,0.03,15.11,1.56,10,50.0,1.86,1.92,11.39,38.61,36.58
CMBTN,PSGYO,3,55,20.0,0.0,16.83,3.17,7,57.14,0.63,3.19,18.83,38.31,36.58
TBORG,RUZYE,2,28,14.29,0.52,14.29,0.0,4,50.0,4.65,3.45,13.75,36.25,36.58
DARDL,QUAGR,2,32,15.62,0.63,10.12,5.51,4,50.0,4.14,3.36,15.42,34.58,36.58
GOLTS,ISGSY,2,32,28.12,0.57,17.98,10.14,4,50.0,2.14,0.82,16.39,33.61,36.58
CMBTN,TERA,5,55,27.27,0.95,24.85,2.42,6,50.0,2.71,2.58,18.99,31.01,36.58
SDTTR,DITAS,3,33,18.18,-0.16,16.1,2.08,19,47.37,3.62,2.73,24.27,23.1,36.58
LYDYE,TRHOL,1,85,27.06,1.15,26.34,0.72,20,50.0,2.47,3.0,30.71,19.29,36.58
AKGRT,AKMGY,5,24,20.83,1.27,13.97,6.86,4,50.0,2.49,1.92,9.28,40.72,36.57
KONKA,GATEG,1,23,17.39,-0.56,27.52,-10.13,7,57.14,0.99,3.39,16.6,40.55,36.57
YIGIT,BRYAT,1,23,17.39,0.42,13.66,3.73,6,50.0,2.63,2.21,9.54,40.46,36.57
TUKAS,MARBL,4,28,21.43,0.26,14.89,6.53,6,50.0,1.87,2.28,10.0,40.0,36.57
GOLTS,VAKKO,4,32,12.5,0.01,10.96,1.54,4,50.0,4.35,4.18,10.92,39.08,36.57
AVPGY,BTCIM,5,11,18.18,1.48,15.11,3.07,4,50.0,3.5,2.69,11.39,38.61,36.57
BRISA,AZTEK,2,21,33.33,1.54,16.01,17.33,4,50.0,0.2,0.58,12.5,37.5,36.57
NATEN,KLSYN,5,40,20.0,0.4,15.17,4.83,4,50.0,4.04,2.87,18.57,31.43,36.57
VESBE,LIDER,5,16,25.0,1.03,18.89,6.11,6,50.0,3.2,2.96,23.21,26.79,36.57
TERA,KTLEV,1,69,18.84,-0.05,20.8,-1.96,21,52.38,2.41,3.04,28.11,24.27,36.57
NTHOL,SOKE,5,27,7.41,-0.25,7.75,-0.35,4,50.0,4.62,4.02,6.75,43.25,36.56
TBORG,BIENY,1,28,14.29,0.18,10.69,3.59,4,50.0,3.49,3.23,7.88,42.12,36.56
AVPGY,KLGYO,5,10,20.0,0.35,15.97,4.03,4,50.0,3.1,2.55,10.97,39.03,36.56
KONKA,EFOR,1,8,12.5,0.75,17.92,-5.42,7,57.14,2.44,3.33,22.63,34.51,36.56
ALCTL,PKENT,1,37,18.92,-0.69,18.22,0.7,11,45.45,3.0,2.96,11.62,33.84,36.56
KENT,BMSTL,2,76,13.16,0.04,15.02,-1.86,12,50.0,2.45,1.85,16.26,33.74,36.56
TABGD,HDFGS,1,17,29.41,1.28,14.26,15.15,4,50.0,2.04,1.82,20.75,29.25,36.56
KRDMD,PASEU,1,13,15.38,0.53,17.87,-2.48,9,55.56,2.66,3.42,27.8,27.75,36.56
IZENR,MANAS,2,36,30.56,-0.17,21.74,8.82,10,50.0,2.08,2.16,32.5,17.5,36.56
ASUZU,MAALT,2,20,10.0,-0.96,15.67,-5.67,4,50.0,4.81,5.76,10.83,39.17,36.55
ISCTR,GLYHO,3,14,21.43,0.07,13.66,7.77,4,50.0,2.68,2.49,12.13,37.87,36.55
INVEO,KAREL,4,32,15.62,0.06,11.95,3.67,8,50.0,2.88,2.63,14.71,35.29,36.55
YIGIT,PATEK,5,23,21.74,0.88,23.94,-2.2,6,50.0,3.53,2.37,17.99,32.01,36.55
TSPOR,ONCSM,2,31,12.9,-0.05,13.29,-0.39,8,50.0,4.09,3.57,18.33,31.67,36.55
YYLGD,SEGMN,2,8,12.5,0.37,10.71,1.79,6,50.0,4.78,4.28,19.42,30.58,36.55
ASUZU,CRFSA,2,20,25.0,0.76,12.5,12.5,4,50.0,3.06,2.77,22.08,27.92,36.55
KARTN,PRZMA,1,32,6.25,0.2,14.4,-8.15,21,52.38,3.7,3.34,25.31,27.07,36.55
LMKDC,TATEN,2,25,4.0,-0.46,15.81,-11.81,5,60.0,2.66,3.42,18.75,41.25,36.54
AFYON,TNZTP,3,12,25.0,0.94,14.65,10.35,4,50.0,2.0,2.98,12.55,37.45,36.54
AFYON,SKBNK,5,12,25.0,1.61,15.77,9.23,4,50.0,2.24,2.32,13.5,36.5,36.54
INDES,RYSAS,3,23,21.74,1.61,15.45,6.29,6,50.0,2.73,3.09,16.74,33.26,36.54
BARMA,GATEG,2,14,28.57,0.04,27.58,0.99,11,45.45,2.34,1.45,16.67,28.79,36.54
GOODY,KAPLM,2,17,35.29,1.73,18.65,16.64,6,50.0,0.6,0.98,22.08,27.92,36.54
ASUZU,DITAS,1,21,28.57,1.13,16.04,12.53,4,50.0,2.84,2.41,24.07,25.93,36.54
ISCTR,KAYSE,2,14,14.29,-0.33,8.1,6.18,4,50.0,3.33,1.96,8.75,41.25,36.53
GRSEL,SAYAS,1,44,18.18,-0.18,15.05,3.13,8,50.0,2.55,2.4,14.52,35.48,36.53
EDIP,MEGMT,4,47,17.02,0.43,14.29,2.74,12,50.0,1.92,2.76,18.33,31.67,36.53
PENTA,CEMZY,2,8,25.0,0.26,17.94,7.06,6,50.0,2.82,2.31,21.31,28.69,36.53
KONKA,MANAS,5,24,16.67,-0.88,21.27,-4.61,7,57.14,3.18,3.8,32.49,24.65,36.53
ASGYO,LKMNH,3,9,22.22,0.25,12.08,10.14,4,50.0,1.65,2.79,7.11,42.89,36.52
KONKA,ATEKS,3,23,8.7,-0.85,15.71,-7.01,7,57.14,2.69,3.4,20.92,36.22,36.52
BORSK,ALKLC,5,12,8.33,-0.55,17.43,-9.1,14,50.0,3.69,2.98,20.92,29.08,36.52
PASEU,TRHOL,1,36,16.67,-0.79,26.34,-9.67,37,51.35,3.39,3.23,30.71,20.65,36.52
YUNSA,KERVN,5,24,29.17,1.45,17.37,11.8,13,46.15,1.9,0.97,26.58,19.57,36.52
KLSER,CEMAS,4,21,23.81,1.31,17.73,6.08,4,50.0,2.29,1.2,10.5,39.5,36.51
BRISA,RUZYE,1,20,25.0,0.71,14.26,10.74,4,50.0,2.09,2.84,13.69,36.31,36.51
BEYAZ,YEOTK,3,41,14.63,0.38,16.24,-1.6,10,50.0,3.37,2.01,19.84,30.16,36.51
ELITE,CVKMD,2,44,22.73,-0.37,18.58,4.15,6,50.0,3.73,4.55,23.75,26.25,36.51
GESAN,DITAS,2,33,27.27,1.64,16.07,11.2,17,47.06,1.55,1.72,24.17,22.89,36.51
TABGD,TRHOL,1,17,29.41,1.23,26.34,3.08,4,50.0,4.54,4.95,30.71,19.29,36.51
AGHOL,NETAS,2,14,0.0,-1.71,16.47,-16.47,5,60.0,3.0,3.31,17.5,42.5,36.5
MNDTR,KGYO,3,21,0.0,-0.04,1.19,-1.19,5,60.0,3.51,3.04,21.34,38.66,36.5
BEGYO,KNFRT,4,31,22.58,0.81,16.53,6.05,4,50.0,3.01,3.04,14.71,35.29,36.5
INVEO,UFUK,4,32,18.75,0.12,24.3,-5.55,8,50.0,3.24,2.39,18.07,31.93,36.5
INGRM,PRZMA,1,38,13.16,0.13,14.4,-1.24,9,55.56,2.58,3.34,25.31,30.24,36.5
BIGCH,CELHA,5,32,9.38,-0.11,15.57,-6.19,16,50.0,3.73,3.14,22.36,27.64,36.5
AVPGY,CRDFA,1,12,25.0,-0.22,21.7,3.3,4,50.0,3.99,3.43,22.41,27.59,36.5
AVPGY,CVKMD,5,11,27.27,1.49,18.49,8.78,4,50.0,3.36,2.45,24.05,25.95,36.5
ALCTL,TMPOL,1,37,27.03,0.77,19.41,7.62,11,45.45,2.9,1.05,24.48,20.97,36.5
ASUZU,KENT,4,22,27.27,-1.68,21.31,5.96,4,50.0,1.66,1.5,9.24,40.76,36.49
PGSUS,DURDO,2,13,23.08,0.98,16.4,6.67,4,50.0,2.47,2.95,11.67,38.33,36.49
KRDMD,SELEC,2,16,6.25,-0.11,12.5,-6.25,9,55.56,2.57,3.23,18.33,37.22,36.49
SNPAM,SKBNK,1,76,15.79,0.14,15.64,0.15,8,50.0,2.98,2.72,13.28,36.72,36.49
KRGYO,ESCOM,2,53,11.32,0.25,18.38,-7.06,9,55.56,2.11,3.89,20.0,35.56,36.49
DOHOL,KAREL,1,9,22.22,0.46,12.08,10.14,4,50.0,2.62,1.82,14.52,35.48,36.49
ICBCT,QUAGR,1,32,12.5,0.13,10.1,2.4,10,50.0,2.8,3.72,15.35,34.65,36.49
NATEN,EDATA,3,40,25.0,0.96,18.61,6.39,4,50.0,3.7,2.8,22.59,27.41,36.49
ISKPL,DOGUB,5,30,26.67,0.86,16.77,9.9,31,48.39,2.37,1.62,32.49,15.9,36.49
BIMAS,GOKNR,1,13,7.69,0.03,13.86,-6.17,5,60.0,0.9,3.28,9.54,50.46,36.48
VKGYO,NTGAZ,5,19,21.05,0.55,15.57,5.48,6,50.0,2.04,3.04,10.55,39.45,36.48
AGHOL,SARKY,5,15,0.0,-0.83,8.95,-8.95,5,60.0,3.41,3.17,20.68,39.32,36.48
ENKAI,LUKSK,2,14,14.29,-0.09,17.26,-2.98,4,50.0,4.19,4.45,10.83,39.17,36.48
DOHOL,AYEN,1,9,22.22,-0.17,9.7,12.52,4,50.0,2.21,1.81,13.28,36.72,36.48
AEFES,SEGYO,2,23,21.74,0.33,14.62,7.11,6,50.0,2.21,2.08,13.75,36.25,36.48
CLEBI,MACKO,3,42,19.05,0.44,14.65,4.39,8,50.0,2.18,2.69,13.81,36.19,36.48
LOGO,GUBRF,1,22,22.73,0.74,14.06,8.67,4,50.0,2.97,3.34,16.6,33.4,36.48
ALKIM,SAFKR,5,15,20.0,1.13,21.07,-1.07,6,50.0,3.57,3.4,16.88,33.12,36.48
ENJSA,GEREL,1,13,15.38,-1.06,18.34,-2.96,4,50.0,5.2,5.05,19.5,30.5,36.48
PNSUT,CRFSA,1,20,15.0,0.4,12.67,2.33,10,50.0,3.35,2.05,21.99,28.01,36.48
OSMEN,BURVA,4,43,11.63,-0.27,17.93,-6.3,9,55.56,3.99,4.04,34.45,21.1,36.48
YIGIT,RGYAS,5,23,8.7,-0.68,7.14,1.55,6,50.0,3.39,2.45,5.44,44.56,36.47
CLEBI,BVSAN,5,42,11.9,-0.55,14.57,-2.67,7,57.14,1.41,3.32,14.77,42.37,36.47
TMSN,DGNMO,4,33,21.21,0.04,13.75,7.47,4,50.0,2.98,1.64,14.29,35.71,36.47
ENJSA,GZNMI,1,13,23.08,-0.16,18.42,4.66,4,50.0,3.76,3.17,19.92,30.08,36.47
ONRYT,PCILT,1,29,17.24,0.19,15.64,1.6,10,50.0,2.23,3.06,15.35,34.65,36.46
DOKTA,AHSGY,5,15,20.0,1.13,18.59,1.41,10,50.0,2.4,2.47,19.25,30.75,36.46
GSDHO,HDFGS,2,9,22.22,-1.2,14.09,8.13,10,50.0,1.64,3.0,20.83,29.17,36.46
TUREX,PASEU,1,38,15.79,0.62,17.87,-2.08,11,54.55,2.24,3.27,27.8,26.74,36.46
TMSN,SNPAM,4,33,15.15,-0.26,19.05,-3.9,4,50.0,3.79,3.98,8.82,41.18,36.45
ASUZU,SEGYO,4,22,22.73,-0.1,14.48,8.24,4,50.0,2.63,3.1,13.87,36.13,36.45
PETUN,PKART,1,18,27.78,0.26,17.43,10.35,4,50.0,1.83,1.18,14.52,35.48,36.45
RAYSG,LINK,4,51,27.45,0.44,23.81,3.64,4,50.0,2.74,2.91,15.97,34.03,36.45
YBTAS,MEGMT,5,43,20.93,0.69,14.29,6.64,10,50.0,1.63,2.44,18.41,31.59,36.45
THYAO,TRHOL,2,13,38.46,1.07,26.39,12.07,4,50.0,2.41,3.09,30.83,19.17,36.45
BRISA,KRDMD,2,19,21.05,0.9,10.71,10.34,4,50.0,2.45,2.72,12.5,37.5,36.44
YYLGD,OZYSR,5,8,12.5,0.82,11.93,0.57,6,50.0,4.02,3.06,13.39,36.61,36.44
AHGAZ,RYSAS,5,21,14.29,0.34,15.51,-1.22,10,50.0,2.86,3.18,16.03,33.97,36.44
AFYON,CWENE,5,12,25.0,0.64,12.52,12.48,4,50.0,2.18,1.86,16.03,33.97,36.44
KLSER,GESAN,1,21,19.05,0.55,15.64,3.4,4,50.0,4.07,2.74,17.43,32.57,36.44
ENERY,LIDER,2,29,17.24,0.69,18.77,-1.53,11,54.55,1.44,3.42,23.33,31.21,36.44
AYEN,CELHA,2,13,15.38,0.72,15.48,-0.09,12,50.0,2.85,3.48,22.08,27.92,36.44
BRISA,KERVN,1,20,35.0,2.12,17.43,17.57,4,50.0,1.69,0.82,26.14,23.86,36.44
ALFAS,GUNDG,2,12,16.67,0.43,17.0,-0.34,11,54.55,3.64,4.66,39.26,15.29,36.44
KENT,KRDMA,3,75,13.33,0.14,13.52,-0.19,12,50.0,1.85,1.5,12.55,37.45,36.43
BERA,ORGE,1,27,22.22,0.84,14.99,7.23,11,45.45,1.66,1.69,10.44,35.01,36.43
GLCVY,PCILT,1,35,20.0,0.94,15.64,4.36,8,50.0,2.23,2.81,15.35,34.65,36.43
ARTMS,BURVA,2,19,31.58,1.78,18.06,13.52,23,47.83,1.74,0.29,34.17,13.66,36.43
BIMAS,PASEU,2,11,9.09,0.67,17.87,-8.78,5,60.0,3.07,3.42,27.5,32.5,36.42
DURDO,CVKMD,1,46,15.22,-0.27,18.74,-3.52,11,54.55,1.74,3.1,23.65,30.89,36.42
IZFAS,TKFEN,4,35,14.29,0.03,14.68,-0.4,17,52.94,1.93,3.34,22.27,30.67,36.42
ALCAR,ATEKS,4,42,26.19,0.42,15.74,10.45,6,50.0,2.21,2.63,21.01,28.99,36.42
AKSA,BAHKM,4,10,30.0,0.28,12.46,17.54,6,50.0,1.25,1.25,22.92,27.08,36.42
SKBNK,OZRDN,1,28,14.29,-0.04,14.4,-0.11,15,53.33,2.64,3.25,28.63,24.7,36.42
DEVA,BUCIM,4,10,0.0,-0.56,6.37,-6.37,5,60.0,1.22,3.09,4.62,55.38,36.41
VAKBN,SURGY,3,11,9.09,-0.0,15.01,-5.92,7,57.14,1.66,3.54,14.11,43.03,36.41
BEGYO,TCKRC,3,23,21.74,0.71,15.44,6.3,4,50.0,3.51,2.87,18.26,31.74,36.41
MTRKS,TMPOL,3,45,20.0,0.01,19.28,0.72,10,50.0,3.05,2.54,23.85,26.15,36.41
